oID	Oocyte.1_vs_cell64.128.2_adjp	cell64.128.2_vs_Sphere.3_adjp	Sphere.3_vs_Shield.4_adjp	Shield.4_vs_per75Epiboly.5_adjp	per75Epiboly.5_vs_dpf1.6_adjp	Oocyte.1_vs_cell64.128.2_p	cell64.128.2_vs_Sphere.3_p	Sphere.3_vs_Shield.4_p	Shield.4_vs_per75Epiboly.5_p	per75Epiboly.5_vs_dpf1.6_p	Oocyte.1_vs_cell64.128.2_LFC	cell64.128.2_vs_Sphere.3_LFC	Sphere.3_vs_Shield.4_LFC	Shield.4_vs_per75Epiboly.5_LFC	per75Epiboly.5_vs_dpf1.6_LFC	Accession	mitofates	targetp	accession	gene_id	gene_name	ID	uID
ENSDARP00000023687.7|baxa	0.7497161657	0.4625728	0.1708536517	0.981987353	0.9240213	0.5727693	0.14549	0.01669046	0.9317522	0.8842153	-0.6285079584414162	-0.735323680344296	1.5799869896651668	0.05104734364525228	0.11408583742071282	ENSDARP00000023687.7	No mitochondrial presequence	noTP	ENSDARP00000023687	ENSDARG00000020623	baxa.ENSDARP00000023687	ENSDARG00000020623	ENSDARG00000020623|baxa.ENSDARP00000023687
ENSDARP00000110449.2|NA	0.2657743436	0.744637	0.168536433	0.657328641	0.03047196	0.06981772	0.4815929	0.01587609	0.2366605	0.004411548	-1.7875585478730542	-0.5219039349430877	-1.920715019021579	-0.4247753432687768	-1.3531086323598354	ENSDARP00000110449.2	No mitochondrial presequence	noTP	ENSDARP00000110449	ENSDARG00000092693	tpt1.ENSDARP00000110449	ENSDARG00000092693	ENSDARG00000092693|tpt1.ENSDARP00000110449
XP_021333906.1|dynll1	0.0989575322	0.6119805	0.4606161301	0.876421353	0.3009475	0.01241772	0.2815485	0.179344	0.5950726	0.1613129	-5.607391211972751	0.3740331514981259	0.64134186121334	0.23043101859427514	2.138376924537456	XP_021333906.1	No mitochondrial presequence	noTP	XP_021333906	ENSDARG00000058454	dynll1.XP_021333906	ENSDARG00000058454	ENSDARG00000058454|dynll1.XP_021333906
ENSDARP00000006375.6|nudt17	0.3732558067	0.3818777	0.4011737302	0.533323228	0.5072317	0.1507867	0.09652959	0.1298945	0.128382	0.365737	-1.2453864627121245	1.8925500291966202	-1.666617136951469	2.5209388109806254	-1.8582254591749403	ENSDARP00000006375.6	No mitochondrial presequence	noTP	ENSDARP00000006375	ENSDARG00000008014	nudt17.ENSDARP00000006375	ENSDARG00000008014	ENSDARG00000008014|nudt17.ENSDARP00000006375
ENSDARP00000049424.6|sec61al2;	0.2761747124	0.8728133	0.5273722044	0.369564073	0.003829915	0.07560092	0.7383145	0.2502028	0.03786006	2.204365e-4	-1.9282572707824635	-0.09728644397032286	-0.3868222406267714	1.130260708739905	-3.711791038617906	ENSDARP00000049424.6	No mitochondrial presequence	noTP	ENSDARP00000049424	ENSDARG00000005675	sec61a1l.ENSDARP00000049424	ENSDARG00000005675	ENSDARG00000005675|sec61a1l.ENSDARP00000049424
ENSDARP00000121492.1|gnaia	0.9062767078	0.790382	0.3860854623	0.368759219	0.8458116	0.8098758	0.5626871	0.1152591	0.03734973	0.7818979	0.45661765761033285	-1.2541146418898552	-2.781463110703249	-1.510952793463052	-0.17789525699763464	ENSDARP00000121492.1	Possessing mitochondrial presequence	noTP	ENSDARP00000121492	ENSDARG00000044760	gnaia.ENSDARP00000121492	ENSDARG00000044760	ENSDARG00000044760|gnaia.ENSDARP00000121492
ENSDARP00000055384.2|NA	0.4198204249	0.5850514	0.7417609898	0.935295917	0.7519979	0.1917899	0.2516641	0.5872094	0.7342074	0.6540151	-0.4659095957264473	0.6939690546192956	0.45424020251886404	-0.2352619680732536	-0.21982860317272807	ENSDARP00000055384.2	Possessing mitochondrial presequence	mTP	ENSDARP00000055384	ENSDARG00000038000	crls1.ENSDARP00000055384	ENSDARG00000038000	ENSDARG00000038000|crls1.ENSDARP00000055384
ENSDARP00000152091.1|NA	0.0554226422	0.5705076	0.1594593124	0.888868256	0.2202738	0.005456254	0.2377555	0.01404744	0.6135285	0.095427	-1.5350805507611416	-0.5005965142572133	-1.0563575535156977	0.1329895510028709	1.5047241749884177	ENSDARP00000152091.1	No mitochondrial presequence	noTP	ENSDARP00000152091	ENSDARG00000111297	CR753897.1.ENSDARP00000152091	ENSDARG00000111297	ENSDARG00000111297|CR753897.1.ENSDARP00000152091
ENSDARP00000025501.8|pon3;	0.8078845436	0.790382	0.3046682998	0.425532345	0.6364874	0.6546921	0.5652517	0.06208285	0.06452972	0.5104036	0.7371873755586298	1.274685726821573	-3.386731832920643	0.6304132245921059	1.1192878000531148	ENSDARP00000025501.8	No mitochondrial presequence	SP	ENSDARP00000025501	ENSDARG00000040290	pon3.2.ENSDARP00000025501	ENSDARG00000040290	ENSDARG00000040290|pon3.2.ENSDARP00000025501
ENSDARP00000142827.1|casc4	0.1249957758	0.4159331	0.7024939996	0.544265727	0.7361207	0.01776128	0.1158057	0.5309921	0.1335354	0.6292896	-1.8998377963882696	-0.494449191740496	-0.3885709907440941	1.3965378011811866	-0.31242844743991177	ENSDARP00000142827.1	No mitochondrial presequence	noTP	ENSDARP00000142827	ENSDARG00000074490	casc4.ENSDARP00000142827	ENSDARG00000074490	ENSDARG00000074490|casc4.ENSDARP00000142827
ENSDARP00000063943.3|tmem30ab	0.0797800152	0.5932541	0.462654721	0.682585914	0.4030288	0.009092291	0.2614268	0.1812344	0.2549625	0.263652	1.983716346061069	-1.0270943845077138	-1.301292554499879	1.2407893678798865	-1.2439300250360597	ENSDARP00000063943.3	No mitochondrial presequence	noTP	ENSDARP00000063943	ENSDARG00000043555	tmem30ab.ENSDARP00000063943	ENSDARG00000043555	ENSDARG00000043555|tmem30ab.ENSDARP00000063943
XP_021336627.1|zgc:174864;	0.8566422048	0.3818335	0.2368381229	0	0	0.7311786	0.09259	0.03150267	0	0	0.21916289612216844	1.3731894414083958	1.704267480945973	0	0	XP_021336627.1	No mitochondrial presequence	mTP	XP_021336627	ENSDARG00000102463	cox18.XP_021336627	ENSDARG00000102463	ENSDARG00000102463|cox18.XP_021336627
ENSDARP00000144431.1|NA	0.0027911383	0.6447116	0.404077155	0.89234465	0.1780873	1.906716e-5	0.3268288	0.133516	0.6409578	0.05864922	-5.077199271772765	-0.2557801643730946	-0.6544597698669886	-0.25815061025290786	-1.323800855008082	ENSDARP00000144431.1	No mitochondrial presequence	noTP	ENSDARP00000144431	ENSDARG00000011405	rps9.ENSDARP00000144431	ENSDARG00000011405	ENSDARG00000011405|rps9.ENSDARP00000144431
ENSDARP00000052788.4|c1galt1c1	0.0642338995	0.3463589	0.6550335719	0.322080195	0.5397478	0.006479462	0.07209135	0.4317148	0.01887401	0.4032862	-2.3861370688620696	-0.6054012758274927	-0.3105381479921811	1.8256308484268002	-0.46660499423445667	ENSDARP00000052788.4	No mitochondrial presequence	noTP	ENSDARP00000052788	ENSDARG00000036335	c1galt1c1.ENSDARP00000052788	ENSDARG00000036335	ENSDARG00000036335|c1galt1c1.ENSDARP00000052788
AAI59191.1|tmed7	0.050821781	0.9617326	0.4033682291	0.812599482	0.4507557	0.004806134	0.9049093	0.1326161	0.4545101	0.313237	-2.16213279657543	0.0899938253813031	-1.3219736036989547	0.42198227587249615	-0.3625963639756324	AAI59191.1	No mitochondrial presequence	SP	NA	NA	tmed7	AAI59191.1	AAI59191.1|tmed7
ENSDARP00000123562.1|si:ch211-	0.0405436027	0.6576628	0.6587099319	0.358851275	0.2369179	0.003480222	0.3408187	0.4409593	0.03431984	0.1092566	-2.3603594633491882	-0.3494437931066493	0.3065563605048997	1.7638894560154903	-1.2281102769002137	ENSDARP00000123562.1	No mitochondrial presequence	noTP	ENSDARP00000123562	ENSDARG00000087869	si:ch211-11k18.4.ENSDARP00000123562	ENSDARG00000087869	ENSDARG00000087869|si:ch211-11k18.4.ENSDARP00000123562
AGB69038.1|NA	0.6639801624	0.790382	0.246973222	0.960708193	0.747769	0.4630473	0.5614506	0.03657097	0.8311183	0.6466407	-0.945874152680239	-0.6567347688462423	-2.2058114623973073	-0.28094071887846217	0.6576394254665362	AGB69038.1	No mitochondrial presequence	SP	NA	NA	NA	AGB69038.1	AGB69038.1|NA
ENSDARP00000076947.3|tmem167b	0.1822516921	0.5745509	0.2859559566	0.5254002	0.7331625	0.03234923	0.2424908	0.05098478	0.1227686	0.6251077	-2.693911117413994	-0.7858426167373078	-1.0351236472736525	0.538157031112568	-0.17931090582988543	ENSDARP00000076947.3	No mitochondrial presequence	noTP	ENSDARP00000076947	ENSDARG00000059400	tmem167b.ENSDARP00000076947	ENSDARG00000059400	ENSDARG00000059400|tmem167b.ENSDARP00000076947
ENSDARP00000052421.2|mtx1b	0.2923557946	0.5174244	0.2207764941	0.365185829	0.1572009	0.08847236	0.1902143	0.02790134	0.03592329	0.04640358	0.8623912371354082	0.2833988020755224	1.5146338471442922	-1.625804247475526	1.7548085991144815	ENSDARP00000052421.2	No mitochondrial presequence	noTP	ENSDARP00000052421	ENSDARG00000036109	mtx1b.ENSDARP00000052421	ENSDARG00000036109	ENSDARG00000036109|mtx1b.ENSDARP00000052421
XP_005168533.1|rab3db	0.3895123827	0.973863	0.5068837156	0.358851275	0.01846427	0.1652877	0.9364829	0.2270255	0.02944672	0.002066799	-1.9539799692211648	-0.056973478511486014	0.9424979946217424	-1.5398750191289012	2.0405514442212294	XP_005168533.1	No mitochondrial presequence	noTP	XP_005168533	ENSDARG00000101534	rab3db.XP_005168533	ENSDARG00000101534	ENSDARG00000101534|rab3db.XP_005168533
ENSDARP00000061202.5|rhot2	0.5512527404	0.1163803	0.680931848	0.958550002	0.8475019	0.3253514	0.003907104	0.4869033	0.8256246	0.7837597	-0.6923547204464423	1.0417098929024045	-0.23073214414194382	-0.08965234885789881	-0.1363958066800667	ENSDARP00000061202.5	No mitochondrial presequence	noTP	ENSDARP00000061202	ENSDARG00000056328	rhot2.ENSDARP00000061202	ENSDARG00000056328	ENSDARG00000056328|rhot2.ENSDARP00000061202
ENSDARP00000133424.1|rab27a	0.3175138628	0.9943968	0.8464960481	0.552702753	0.8992514	0.1077884	0.9854691	0.7464915	0.1459755	0.8481287	-0.9612766729146782	0.01690388793967987	0.38604447035784567	1.6110801749651886	0.1915882270409236	ENSDARP00000133424.1	No mitochondrial presequence	noTP	ENSDARP00000133424	ENSDARG00000103935	rab27a.ENSDARP00000133424	ENSDARG00000103935	ENSDARG00000103935|rab27a.ENSDARP00000133424
XP_005161229.1|zgc:103482	0.5882864394	0.4640017	0.0775640986	0.981027183	0.7361207	0.3686062	0.1467869	0.003314994	0.9167166	0.6288112	-1.0271657840496162	-1.4797281068309145	-2.1428722794976185	-0.074336659712039	0.3475932509638147	XP_005161229.1	No mitochondrial presequence	noTP	XP_005161229	ENSDARG00000025174	zgc:103482.XP_005161229	ENSDARG00000025174	ENSDARG00000025174|zgc:103482.XP_005161229
ENSDARP00000004160.5|tmx1	0.6472920758	0.3888597	0.4789550031	0.35699493	0.2871644	0.4407648	0.09964306	0.1966664	0.02889672	0.1477341	-0.5947828525202634	-0.7304209067626242	-0.4988684265721999	1.736347260956397	-1.1202849346087749	ENSDARP00000004160.5	No mitochondrial presequence	SP	ENSDARP00000004160	ENSDARG00000019487	tmx1.ENSDARP00000004160	ENSDARG00000019487	ENSDARG00000019487|tmx1.ENSDARP00000004160
ENSDARP00000141355.1|NA	0.7572497084	0.8686907	0.5980559136	0.806104153	0.3433632	0.5828105	0.7204267	0.3399436	0.4401751	0.2045387	-0.2973417782455141	-0.17358364919901928	0.5233671018313368	0.5965383984359248	1.2209525152864795	ENSDARP00000141355.1	Possessing mitochondrial presequence	noTP	ENSDARP00000141355	ENSDARG00000104085	abcd3a.ENSDARP00000141355	ENSDARG00000104085	ENSDARG00000104085|abcd3a.ENSDARP00000141355
NP_001068570.1|lipt1	0.2868542566	0.9701725	0.5654476806	0.475907485	0	0.08499901	0.9246536	0.2927162	0.08767773	0	1.2904247007603948	-0.07123778032630058	0.611258855915426	0.48715518558781673	0	NP_001068570.1	Possessing mitochondrial presequence	mTP	NP_001068570	ENSDARG00000025233	lipt1.NP_001068570	ENSDARG00000025233	ENSDARG00000025233|lipt1.NP_001068570
ENSDARP00000139205.1|ctnnb1;	0.0384510909	0.5955618	0.1830591961	0.989188891	0.6712757	0.003226013	0.2642237	0.01939964	0.9547948	0.5508633	-4.699458314042011	-0.34082631638969796	-0.8406119693901639	0.013968198159334404	-0.22431415869615937	ENSDARP00000139205.1	No mitochondrial presequence	noTP	ENSDARP00000139205	ENSDARG00000014571	ctnnb1.ENSDARP00000139205	ENSDARG00000014571	ENSDARG00000014571|ctnnb1.ENSDARP00000139205
ENSDARP00000111927.2|LOC791482	0.9346854899	0.3910563	0.3442679068	0	0	0.866068	0.1007174	0.08783111	0	0	-0.09981267957227537	1.1225299601495966	1.4415262605002828	0	0	ENSDARP00000111927.2	No mitochondrial presequence	noTP	ENSDARP00000111927	ENSDARG00000033451	atpsckmt.ENSDARP00000111927	ENSDARG00000033451	ENSDARG00000033451|atpsckmt.ENSDARP00000111927
ENSDARP00000067045.4|cax1	0.1263426514	0.7765431	0.2191002065	0.280438575	0.6380379	0.01813648	0.5363271	0.0269456	0.01227008	0.5125481	-1.6052218115919519	-0.2803666086624435	-1.1908743800603645	1.1679988281874993	-0.2026112195444496	ENSDARP00000067045.4	No mitochondrial presequence	noTP	ENSDARP00000067045	ENSDARG00000045601	cax1.ENSDARP00000067045	ENSDARG00000045601	ENSDARG00000045601|cax1.ENSDARP00000067045
ENSDARP00000075309.4|magt1	0.3675567548	0.8329466	0.6835162374	0.980908821	0.5752694	0.1474149	0.6476748	0.4936341	0.8835668	0.4403704	-1.4465485662734754	-0.21678416813026025	0.5597240454914222	-0.11914176275524457	1.2538500099977263	ENSDARP00000075309.4	No mitochondrial presequence	SP	ENSDARP00000075309	ENSDARG00000058062	magt1.ENSDARP00000075309	ENSDARG00000058062	ENSDARG00000058062|magt1.ENSDARP00000075309
ENSDARP00000122053.1|letm2	0.0347501307	0	0	0.810626873	0.0418534	0.002763832	0	0	0.447714	0.006873666	2.615367830555753	0	0	-0.6285549756960923	-2.759309224013152	ENSDARP00000122053.1	No mitochondrial presequence	mTP	ENSDARP00000122053	ENSDARG00000077515	letm2.ENSDARP00000122053	ENSDARG00000077515	ENSDARG00000077515|letm2.ENSDARP00000122053
ENSDARP00000102719.2|nmnat3;	0.2915548268	0.7050645	0	0	0	0.08714659	0.4089504	0	0	0	1.8243670729498052	0.7411592870436678	0	0	0	ENSDARP00000102719.2	No mitochondrial presequence	noTP	ENSDARP00000102719	ENSDARG00000077034	nmnat3.ENSDARP00000102719	ENSDARG00000077034	ENSDARG00000077034|nmnat3.ENSDARP00000102719
XP_009296433.1|lactb	0.5374986271	0.8720364	0.462654721	0.918756135	0.7022644	0.3095224	0.7272717	0.1810149	0.6953406	0.5869562	-0.539602152097051	0.15742210460404085	0.8010774234866151	0.3066907252679448	0.3581053399107247	XP_009296433.1	Possessing mitochondrial presequence	mTP	XP_009296433	ENSDARG00000040803	lactb.XP_009296433	ENSDARG00000040803	ENSDARG00000040803|lactb.XP_009296433
ENSDARP00000117503.1|mogs	0.3027511549	0.6119805	0.8044685559	0.332148133	0.07619382	0.09646339	0.2812832	0.6781673	0.02268465	0.01627728	-1.6131468691225193	-0.5076150290316006	-0.18472015358695357	1.0448783861091895	-1.0935705980535986	ENSDARP00000117503.1	No mitochondrial presequence	noTP	ENSDARP00000117503	ENSDARG00000060252	mogs.ENSDARP00000117503	ENSDARG00000060252	ENSDARG00000060252|mogs.ENSDARP00000117503
XP_009297326.1|zgc:165453	0.7626116244	0.7765431	0.3609563965	0.831803728	0.187315	0.5873071	0.5365493	0.09885766	0.4916479	0.06799959	-1.0578478189744713	1.2483859252568585	-2.095099706063441	0.7664630530778906	2.202821010102815	XP_009297326.1	No mitochondrial presequence	SP	XP_009297326	ENSDARG00000078183	zgc:165453.XP_009297326	ENSDARG00000078183	ENSDARG00000078183|zgc:165453.XP_009297326
AAI54248.1|si:ch211-215a10.4	0.9991458095	0.6287892	0.8244891542	0.720584922	0	0.9986613	0.3042153	0.7094274	0.3098637	0	0.0018802191117834124	-1.2352431307605354	0.6290708295506796	1.5871443003969714	0	AAI54248.1	No mitochondrial presequence	noTP	NA	NA	si:ch211-215a10.4	AAI54248.1	AAI54248.1|si:ch211-215a10.4
ENSDARP00000086049.5|sdhaf2	0.8147798972	0	0	0	0	0.6660316	0	0	0	0	0.6503284091393007	0	0	0	0	ENSDARP00000086049.5	Possessing mitochondrial presequence	mTP	ENSDARP00000086049	ENSDARG00000062971	sdhaf2.ENSDARP00000086049	ENSDARG00000062971	ENSDARG00000062971|sdhaf2.ENSDARP00000086049
ENSDARP00000103079.1|lmf2a	0.3092033716	0.425173	0.6415176707	0.379062854	0.09060958	0.1001064	0.1221642	0.4109854	0.04103823	0.02098866	-1.1476648525336128	-0.518228129906249	0.21680503508131135	0.6863741068552253	-0.9629961557187916	ENSDARP00000103079.1	No mitochondrial presequence	noTP	ENSDARP00000103079	ENSDARG00000078094	lmf2a.ENSDARP00000103079	ENSDARG00000078094	ENSDARG00000078094|lmf2a.ENSDARP00000103079
ENSDARP00000104415.2|LOC793098	0.3376769549	0.1360941	0.6415176707	0.891964918	0.5522495	0.1234764	0.00503586	0.4099514	0.6222084	0.4149671	-0.6412685275835551	2.9743369940915754	-0.6948249923390107	0.34459122913156864	0.5512692195762318	ENSDARP00000104415.2	No mitochondrial presequence	noTP	ENSDARP00000104415	ENSDARG00000075192	yme1l1a.ENSDARP00000104415	ENSDARG00000075192	ENSDARG00000075192|yme1l1a.ENSDARP00000104415
ENSDARP00000134675.1|NA	0.3238381011	0.2883195	0.3912162591	0.827402104	0.8051197	0.115309	0.04160762	0.1240427	0.4831163	0.7218216	-0.6798784402831095	0.7284509031646851	-0.7620014308359545	0.34236257334866255	0.21509001154682006	ENSDARP00000134675.1	No mitochondrial presequence	SP	ENSDARP00000134675	ENSDARG00000076771	NA	ENSDARG00000076771	ENSDARG00000076771|NA
ENSDARP00000108083.2|rtn4a	0.8832924819	0.5633313	0.4030219693	0.552650106	0.7480099	0.7770575	0.2316381	0.1311184	0.1438021	0.6471131	0.5772172179401568	-2.1348253434942897	-0.8807174527941798	1.9690040442254082	0.7204992274357875	ENSDARP00000108083.2	No mitochondrial presequence	noTP	ENSDARP00000108083	ENSDARG00000044601	rtn4a.ENSDARP00000108083	ENSDARG00000044601	ENSDARG00000044601|rtn4a.ENSDARP00000108083
ENSDARP00000110718.3|NA	0.6757746579	0.7908356	0.5998532135	0.787378632	0.8238485	0.4774994	0.5684359	0.3424369	0.4029838	0.7495586	0.697719375055343	0.7415672791255069	-1.0474870889699721	0.7780654674499454	-0.3417692687137375	ENSDARP00000110718.3	Possessing mitochondrial presequence	mTP	ENSDARP00000110718	ENSDARG00000045843	apex1.ENSDARP00000110718	ENSDARG00000045843	ENSDARG00000045843|apex1.ENSDARP00000110718
ENSDARP00000072498.3|cpd;	0.9124493187	0.9943968	0.2182668634	0.997720318	0.7389807	0.8217354	0.9833971	0.02652987	0.9766891	0.6351268	-0.4326689879887046	0.04611271237267448	3.665521104805121	-0.01809595384274488	0.15770833679045956	ENSDARP00000072498.3	No mitochondrial presequence	SP	ENSDARP00000072498	ENSDARG00000055648	cpda.ENSDARP00000072498	ENSDARG00000055648	ENSDARG00000055648|cpda.ENSDARP00000072498
ENSDARP00000124670.1|anxa11b;	0.0593938218	0.2642834	0.1980963341	0.806104153	0.1381656	0.005933621	0.03008216	0.02263545	0.4389081	0.03891258	-2.168720673225165	2.14061930946662	-2.545167669464041	-0.3867569671205709	-1.1007860134743332	ENSDARP00000124670.1	No mitochondrial presequence	noTP	ENSDARP00000124670	ENSDARG00000002632	anxa11b.ENSDARP00000124670	ENSDARG00000002632	ENSDARG00000002632|anxa11b.ENSDARP00000124670
ENSDARP00000018978.8|tspan7	0.9948900658	0.8814849	0.8160450492	0.980908821	0.8062365	0.9910302	0.753054	0.6946882	0.8801888	0.7231224	0.004253171171410001	0.421334313893201	-0.713113868385072	0.2762855336441537	-0.7224126228318818	ENSDARP00000018978.8	No mitochondrial presequence	noTP	ENSDARP00000018978	ENSDARG00000015759	tspan7.ENSDARP00000018978	ENSDARG00000015759	ENSDARG00000015759|tspan7.ENSDARP00000018978
ENSDARP00000118274.1|fastkd1	0.1391638804	0.2571631	0.3458931909	0.82896421	0.3491847	0.02098303	0.02792691	0.08967074	0.4854263	0.2105959	-1.6661610018391495	1.7022892321706062	1.6388440518092517	-0.7758411104141435	1.3308392097292323	ENSDARP00000118274.1	Possessing mitochondrial presequence	mTP	ENSDARP00000118274	ENSDARG00000056128	fastkd1.ENSDARP00000118274	ENSDARG00000056128	ENSDARG00000056128|fastkd1.ENSDARP00000118274
XP_005173176.1|gm2a	0.940555972	0.5353559	0.2207764941	0.981027183	0.02178344	0.8808019	0.2030489	0.02801431	0.9275235	0.002669087	-0.21862009018709547	-2.0279897114576872	-0.9865369955849099	0.025297025553686018	-1.4856092944559898	XP_005173176.1	No mitochondrial presequence	SP	XP_005173176	ENSDARG00000088439	gm2a.XP_005173176	ENSDARG00000088439	ENSDARG00000088439|gm2a.XP_005173176
ENSDARP00000100503.2|stip1	0.0648371431	0.8453378	0.0719686746	0.68785888	0.4030288	0.006697532	0.6794383	0.00276199	0.2614166	0.2643329	-2.3244342266823224	0.2217568347835553	-2.1381673673030126	-0.3083012132402747	-0.39917698105706145	ENSDARP00000100503.2	No mitochondrial presequence	noTP	ENSDARP00000100503	ENSDARG00000004906	stip1.ENSDARP00000100503	ENSDARG00000004906	ENSDARG00000004906|stip1.ENSDARP00000100503
ENSDARP00000143753.1|NA	0.262387454	0.2333206	0.0322421466	0	0	0.06399675	0.02108831	4.077725e-4	0	0	1.4452022320567386	-2.005023670613134	2.592993446305485	0	0	ENSDARP00000143753.1	No mitochondrial presequence	noTP	ENSDARP00000143753	ENSDARG00000013973	pex3.ENSDARP00000143753	ENSDARG00000013973	ENSDARG00000013973|pex3.ENSDARP00000143753
ENSDARP00000004932.5|myl1	0.5293223809	0.278994	0.3125686645	0.939290359	0.1727882	0.2944388	0.0379846	0.06665027	0.7434188	0.05448443	-1.7396418934298805	-3.5382631199844274	-0.5664783341443841	0.09698886270747664	-1.8826715709563357	ENSDARP00000004932.5	No mitochondrial presequence	noTP	ENSDARP00000004932	ENSDARG00000014196	myl1.ENSDARP00000004932	ENSDARG00000014196	ENSDARG00000014196|myl1.ENSDARP00000004932
ENSDARP00000073345.6|NA	0.2445092088	0.5846946	0.9180720306	0.981027183	0.02190746	0.05122598	0.2506479	0.8588958	0.9131746	0.002692018	-2.0543570264149382	1.0589144268035102	-0.25505755624181975	-0.17288475996732966	3.9338872119440165	ENSDARP00000073345.6	No mitochondrial presequence	SP	ENSDARP00000073345	ENSDARG00000008835	si:dkey-46g23.5.ENSDARP00000073345	ENSDARG00000008835	ENSDARG00000008835|si:dkey-46g23.5.ENSDARP00000073345
ENSDARP00000133333.1|LOC100535	0.1058029936	0	0	0	0.1290802	0.01373003	0	0	0	0.03541502	1.852089667989142	0	0	0	-1.9533389228622238	ENSDARP00000133333.1	No mitochondrial presequence	mTP	ENSDARP00000133333	ENSDARG00000102254	pycr1a.ENSDARP00000133333	ENSDARG00000102254	ENSDARG00000102254|pycr1a.ENSDARP00000133333
ENSDARP00000144157.1|NA	0.3865587651	0.3196041	0.2114511219	0.989188891	0.7987935	0.163472	0.05456496	0.02499052	0.9581042	0.7133293	-1.537183691891549	-0.7908783690248803	-1.0188577265598349	0.019028260035166847	-0.11446294757382901	ENSDARP00000144157.1	No mitochondrial presequence	noTP	ENSDARP00000144157	ENSDARG00000043493	cltca.ENSDARP00000144157	ENSDARG00000043493	ENSDARG00000043493|cltca.ENSDARP00000144157
ENSDARP00000005298.5|chia.4	0.9202146843	0.8028541	0.5133246362	0.787270725	0.1255562	0.8358742	0.5897004	0.2332683	0.40112	0.03355396	0.13320966880789326	0.7091153564547399	-1.5766643793253494	0.712935450769704	2.699340887717729	ENSDARP00000005298.5	No mitochondrial presequence	SP	ENSDARP00000005298	ENSDARG00000008541	chia.4.ENSDARP00000005298	ENSDARG00000008541	ENSDARG00000008541|chia.4.ENSDARP00000005298
ENSDARP00000058912.4|eif4a1a	0.0347272732	0.2921777	0.2666718059	0.513194136	0.1205903	0.002711489	0.04374921	0.04331998	0.1135131	0.03142502	-2.685433467619626	-1.0092766333068055	-1.2158914477864091	-0.9975879312119463	-1.137790986132956	ENSDARP00000058912.4	No mitochondrial presequence	noTP	ENSDARP00000058912	ENSDARG00000092115	eif4a1a.ENSDARP00000058912	ENSDARG00000092115	ENSDARG00000092115|eif4a1a.ENSDARP00000058912
ENSDARP00000139003.1|mthfd2l	0.4653004946	0	0	0	0	0.2350106	0	0	0	0	1.0329891300749823	0	0	0	0	ENSDARP00000139003.1	No mitochondrial presequence	noTP	ENSDARP00000139003	ENSDARG00000054199	mthfd2l.ENSDARP00000139003	ENSDARG00000054199	ENSDARG00000054199|mthfd2l.ENSDARP00000139003
XP_017208245.1|slc25a14	0.3368350622	0.1908836	0.9238027449	0.356805671	0	0.1230052	0.01117502	0.8690111	0.02843013	0	-1.8665683375561015	2.5555491594260125	0.14514375973906793	2.287256817627872	0	XP_017208245.1	No mitochondrial presequence	noTP	NA	NA	slc25a14	XP_017208245.1	XP_017208245.1|slc25a14
ENSDARP00000130577.1|tomm20b;	0	0	0	0	0.1920861	0	0	0	0	0.07254877	0	0	0	0	-2.0238490260276163	ENSDARP00000130577.1	No mitochondrial presequence	noTP	ENSDARP00000130577	ENSDARG00000103566	tomm20b.ENSDARP00000130577	ENSDARG00000103566	ENSDARG00000103566|tomm20b.ENSDARP00000130577
ENSDARP00000033907.3|tpi1a	0.1441698209	0.4124245	0.0428383088	0.544535154	0.5786432	0.02244351	0.114064	5.693076e-4	0.1366216	0.4458331	-2.2115985075837092	-1.0190070608746564	-1.6910900394044388	-1.6409901728736813	1.1996643664814166	ENSDARP00000033907.3	No mitochondrial presequence	noTP	ENSDARP00000033907	ENSDARG00000025012	tpi1a.ENSDARP00000033907	ENSDARG00000025012	ENSDARG00000025012|tpi1a.ENSDARP00000033907
ENSDARP00000134490.1|LOC569940	0.7664762061	0.5723898	0.7417609898	0.953687427	0.6739988	0.5915303	0.2400564	0.5877801	0.7873843	0.5538119	0.3528681981168477	1.0887055375169856	0.476256803502487	-0.1514865167889941	0.21143888991527793	ENSDARP00000134490.1	Possessing mitochondrial presequence	noTP	ENSDARP00000134490	ENSDARG00000101846	LOC569940	ENSDARG00000101846	ENSDARG00000101846|LOC569940
ENSDARP00000016104.5|wls	0.353188099	0.1820227	0.238361702	0.740691249	0.8001419	0.1362163	0.009446831	0.03212114	0.3416657	0.7156636	-1.6448171770037552	-1.0953419083537188	-0.736848564062798	0.3904327492619411	0.31931330621456294	ENSDARP00000016104.5	No mitochondrial presequence	noTP	ENSDARP00000016104	ENSDARG00000009534	wls.ENSDARP00000016104	ENSDARG00000009534	ENSDARG00000009534|wls.ENSDARP00000016104
ENSDARP00000015225.7|cx43.4	0.9427333198	0.278994	0.0524886517	0.280438575	0.02719485	0.8891015	0.03751034	0.001167432	0.01241779	0.003781467	-0.12972271904811536	-2.4523967152833057	-1.7941029966205055	-0.8969825452130726	1.9111753970994894	ENSDARP00000015225.7	No mitochondrial presequence	noTP	ENSDARP00000015225	ENSDARG00000007099	cx43.4.ENSDARP00000015225	ENSDARG00000007099	ENSDARG00000007099|cx43.4.ENSDARP00000015225
